,review
1,"God og effektiv betjening, og lækre pizzaer, men hold nu fast der bliver skruet op for priserne; en lille tallerken med salat til den nette sum af 115 kr., godt nok med 1 frisk figen, 3 stykker bøffelmozzarella og 4 små tomater tilsat, men uden krydring og uden brød."
2,"Havde set frem til surdejspizzaerne, smagte 2 hvor den ene skuffede meget og den anden var ok. Fik en Rossini til 70 kr. der kunne drikkes i to mundfulde (smagte dog fint). Betjeningen var forvirrende og lokalerne ikke særlig hyggelige."
3,Et dejligt sted i kødbyen hvor man skal drikke sig et glas vin med lidt tapas til. Det var en rigtig god oplevelse i forårssolen!
4,"Maden her er enkel og lækker på den helt rigtige måde. Gode råvarer, pizza på surdej, super antipasti. Og tiramisuen... Uhm!

Med en beliggenhed midt i kødbyen og en super god stemning er Mother det perfekte sted både at starte en bytur eller at spise en aften efter arbejde.
Man har et begrænset tidsrum til rådighed, hvis man bestiller bord, og uden reservation kan man snildt vente en times tid på at få bord på en fredag eller lørdag aften - men det er prisen man betaler for at få lækker og veltillavet mad til yderst rimelige penge.
Og: Betjeningen har super travlt - der løbes stærkt, så gæsternes penge kan gå til god mad i stedet for en hær af tjenere, der overvåger ens mindste bevægelse. Men uanset, hvor meget pres, der er på, er de altid professionelle, søde og imødekommende (desværre ikke en selvfølge i København). Mother er et sted, jeg får lyst til at vende tilbage til igen, hver gang, jeg har været der."
5,"Super hyggeligt pizza restaurant i kødbyen. Stemningen er som altid fantastisk, og pizzaerne er meget lækre...."
6,"Ankom uden bordbestilling til en pakket restaurant, på en alm. tirsdag aften i april, så udsigten til at skulle finde en anden restaurant lå lige for. Jeg var dog heldig at få tilbudt et lavt bord i baren, hvilket var ganske ok, selvom siddekomforten ikke var i top.
Det var pizzaen til gengæld! Det er den bedste pizza i København til dato, kun slået af et lille lokal pizzaria hvor jeg bor :-)
Betjeningen var også både høflig og venlig, dog undrede det mig, at de alle talte engelsk, men det er ikke et problem.
Alt i alt: Mothers står på listen over steder, man godt kan besøge igen"
7,Mother - er en god pizza restaurant. Vi spiste brunch der - og var egentlig skuffede over det manglende udvalg af mad - også pizzaerne var ikke så varierede. Jeg har spist der før - om aftenen var rigtig god pizza og stemning. Jeg tænker 4 om aftenen - 2 til brunch. Derfor havner den på 3.
8,"Havde hørt, at Mother serverede de bedste pizzaer i byen. Dej lavet på surdej, promoverer de sig på. det betyder desværre meget blød bund, som dog har mere smag end en almindelig pizzabund, men den blev i dette tilfæle også en smule for dejagtig. Fyldet var rigtigt lækkert og lokalerne flotte og lyse."
9,"Vi var fem personer 20, 30, 41 samt 64 og 65 år, som valgte hver sin pizza. Kartoffelpizza med bløde kedelige overkogte kartofler! Hvordan kan man finde på at lave kartoffelpizza om vinteren? Det er en delikatesse om sommeren med de nye kartofler. Min pizza med mozzarella, tomater og basilikum var tør og kedelig. Vi sad alle og filede i hver vores tørre pizza, hvor bunden var sej, tør og kedelig. Priserne i forhold til niveau er alt for høje! Tjenerene var søde, men det hjælper jo ikke på maden. Den pizza, som jeg selv havde lavet aftenen før, var bestemt bedre. Oplevelsen i går var ikke en ""mother"" værdig."
0,"Rigtig fed indretning og hyggelig stemning. Jeg har spist derinde et par gange, fordi jeg rigtig godt kan lide indretningen, men jeg må indrømme at Pizzaen aldrig har været speciel udsøgt. Bunden virker altid lidt for blød."
1,"En lørdags brunch på Mother er altid værd at gå efter. Prisen er meget overkommelig og maden er veltillavet og frisk. Kan man ikke tage en sviptur til Italien, så tag på Mother istedet."
2,"Pizzaen smagte af sod...! Selv gæsterne omkring så på pizzaen og skar en grimasse!
Da man kontaktede ""the service man"" - forsvarede han med, at pizzaen skulle se sådan ud, og at man ikke skulle kritisere maden, han tog sig til hjertet og sagde, jeg har lavet pizzaer siden 1986 og jeg ved hvordan ægte Italienske pizzaer skal se ud!!!
Forkasteligt siger jeg bare.... Skulle have taget et billede af den."
3,"Vi se om stedet kunne leve op den store hype der er omkring det.
Menuen byder på et lidt smalt udvalg af pizza, men som man siger ""less is more"".
Tjeneren anbefalede en pizza med "" Fantastic Japanese mushrooms "", så den skulle prøves. Efter en halv times tid kom pizzaen, så frisk fra ovnen. Et lidt skuffende syn, hvis man skal sige det pænt. Næsten intet fyld, tror det var muligt at skrabe 4 bidder sammen med den ""fantastiske"" svamp (der så var ret almindelig). Ellers ikke meget andet. Min pizza havde store områder uden fyld/ost, og var derfor ret tør. Bestemt ikke den gourmet pizza, jeg havde forventet til prisen.
Pizza på det jævne, med lidt sløv betjening, men til gengæld relativt dyrt.
Regner ikke med at komme igen."
4,"Hurtig servering, lækre sprøde pizzaer, fint udvalg og en skøn atmosfære af det nye København. Placeringen i Kødbyen er en stor force og man bliver fornøjeligt mæt til en rimelig pris."
5,"Stedet har en dejlig atmosfære (lid romantisk). Pizzaen er god, men ikke den bedste. Man skal regne med at lægge cirka 100 kr for en pizza i alm størrelse."
6,God atmosfære og uformelle omgivelser. Kjempegod pizza og hyggelig bevertning. Helt ok prisnivå. Kan anbefales på det varmeste.
7,"Vi blev anbefalet at prøve denne lille hyggelige restaurant af et familiemedlem og hendes italienske kæreste, når vi skulle en tur til København. Vi blev IKKE skuffede!

Vi kom en travl og varm sommeraften, hvor København viste sig fra sin bedste side, Vi bestilte fire forskellige slags pizzaer, så vi kunne prøvesmage hinandens.

Alle pizzaerne smagte fantastisk! Vi bestilte kun vand til og hver gang vi stillede den tomme vandkande for enden af bordet, blev den byttet ud med en fyldt efter få minutter.

God service, god stemning og fabelagtige pizzaer!!

Pizzaerne ligger i øvrigt i prisniveauet 95-135 kr. Ikke slemt for så gode pizzaer!"
8,"Mangler stadig den autentiske Italienske pizzasmag, og selvom Mother kommer der hen ad, så er de alligevel langt fra. Der er travlt i restauranten, hvilket desværre betyder fejl på fejl fra tjenerens side. Bliver jeg inviteret kommer jeg igen."
9,fantastisk atmosfære og pizza!! Derudover er service og venlighed i top! Her får du helt klart den mest autentiske italienske pizza i københavn.
