,name,location,bubble,dollars,rating,country,tourism
5795,I just visited Mother in the meat packaging district of Copenhagen. I had heard a lot of great things about this place and I have to say that I was disappointed. The pizzas are okay however the prices are insane. We had three pizzas a...More,"Frederiksberg, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5798,"We visited the restaurant for tale away. We were told that the waiting time was 30 minutes. It took 55 minutes!
Everything went wrong and first after 55 minutes the manager brought us the pizzas. They were, as always, good, but not good enough for...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5801,"Fantastic autentic pizza server on this place! Simple end delicious...
Fresh basil on all tables and Allso outdoor serving","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5809,"Second time at this place. They have the rigth own, but they dont know how to make a pizza. Soft, wet, and not propper baked. Toppings ok, but you can find pizza many places at higher quality and less price. The service there is not...More","Dragoer, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5810,Mother markets itself as serving authentic Italian pizza from their wood fired stone oven and uses this as an excuse for charging upwards of twice the average price of a good 'authentic' pizza in Copenhagen. So how was the pizza? Well it was average -...More,"Hedehusene, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5818,"I had dinner at this restaurant with some friends but cannot understand why this place is so popular. The service is terrible, the waiters are not friendly at all, take a long time to deal with the orders and one of them did not even...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
5823,"Writing this from inside the restaurant. Have currently been waiting for two hours First to get seated, then to get a menu, then to place an order. Have finally gotten our drinks but am beginning to wonder, if the waiters have to go to Itally...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
5829,Quite a strange place but very popular for their brunch. We had pizza in the afternoon and we will defenately go there again for the good pizza,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5831,"Mother has a bit of the new york feel in Copenhagen right down to all the waiters talk english.  You don't feel like you're in Denmark when you sit down here.  The pizza is thin in the good way, and top quality ingredients.  The brunch...More","Holte, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5841,"Really delicious pizza, one of the best that you can find in Copenhagen. Which, in my opinion, is pretty hard task:) It is quite pricey tho, I think around 120-150kr. per pizza. They also have an option for having Italian-style brunch during the weekends, and...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5859,"Dreadful don't bother. Booked table and still made us wait ages. Ordered porcini mushrooms, served us button ones -?tinned! Ordered gnocchi with duck ragot... Tried to deserve us spaghetti with the say it was gnocchi . When we said that is not gnocchi the waitress...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
5888,Very expensive and also low value for money. Boring pizza with very little topping. Service not very serviceminded.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5889,"Always nice pizzas. Quick and fast. This time the service wasn't as good as usual, but it's still worth a visit. Enjoy!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5890,"I've been to lunch and dinner at Mother several times, but had my first brunch there yesterday. Brunch was a zoo--there was a long line to be seated and having a reservation didn't make a difference. At one point they ran out of clean plates,...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5908,"Really great made-to-order pizza in the hip Meatpacking District. Lovely wines, too. It's always very crowded, though, and finding a table is a bit of a nightmare.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5916,Just plain and simply one of the best pizza locatons in CPH really worth a visit. fresh made and very high quality with perfect ambience.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5942,"Busy night - maybe that's why personnel looked stressed and not very service minded. And by far the worst pizzas I've had at a restaurant for a long time; loads of soggy dough with almost no toppings like the salmon, mascarpone or bacon in our...More","København, Staden Kobenhavn, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5968,We waited in the bar for 40 min before we got seated. But two Italians were playing guitar and singing and the atmosphere was nice. We almost finished the whole bottle of prosecco on empty stomach while waiting. Pizza was nice. There was a pot...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5985,"I went with my girlfriend last night. We live just around the corner and wanted to try out the restaurant that we pass so often. 

To put it short. The pizza was good and the service was lightning fast, but 140-155 dkr. for pizza is...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
6011,Excellent pizza in a  busy and pleasant environment. Probably the best pizza I've had in Denmark. Staff are helpful and friendly but be sure to book as it gets very busy.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6030,"We went as a group to Mother, heard great reviews.
From the moment we arrived we were told when we had to vacate (we had an early table).  This was fine, but every time a server came to our table they told us when we...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
6031,"I had high expectations, but the pizzas was not good enough to justify the prices. 
The ingredients are definitely very good, but the dough was gummy, burned on the outside and raw inside. The crust wasn't crispy. 
Honestly, there are at least two take-aways pizzeria...More","Aarhus, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
6035,"We tried to get a table for Saturday night, but they were fully booked....we then tried to send an email Sunday morning to get a table for Monday. It says on the website that enquiries will be answered by 13, but we did not hear...More","Frederiksberg, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6042,"I wouldn't recommend anyone to go there. The pizza was overpriced and not crispy. 
Use your money somewhere else or make sure that your pizza is well done.","Kongens Lyngby, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
6050,"Nice pizza place – usually packed full of (young) people, which lend the restaurant a nice, lively vibe. Good place to start out on a Friday night.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6055,"It's tasty! We hav been there a number of times and no matter what we have chosen ( - usually NOT pizzas actually), it's always been excellent.

It's simple, it's Italian-like and always TASTY. We tend to order too much and have to leave far...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6062,"This used to be a wonderful place but the pizza was seriously underbaked with raw dough in the middle. The result was a thick, gooey pie - no crispyness. My pizza was supposed to be potato and speck. I found exactly one piece of speck...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
6079,"Love the place! Great pizza, great interior, and Kødbyen is a great place to hang out. There is a good outside space, coz the alley is with no traffic. 
The only downside is that it is VERY popular place, and you often cannot find the...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6089,"Great informal atmosphere, situated in what used to be one of the toughest neighborhoods of Copenhagen. 
Simple decor and seating, simple Italian dishes, reasonable price level. Lively service. Wine selection limited.","Silkeborg, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6090,"This is not your usual brunch place so do not expect bacon, sausages, pancakes, etc. However get ready for a feast of delicious freshly made top class italian pizza. THey keep on bringing warm margheritas, sausage and mushrooms, spicy salami and another spicy one. Then...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6124,"Both myself and my Partner visited the restaurant tonight on the15 May and were really underwhelmed by the service and general experience.

We had not booked a table in advance, and were not particularly impressed with the welcome (or lack of) that we received.

As...More","Slangerup, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
6134,"that the feeling i had after 3 months in Copenhagen .... and again after several years .. all the time i decide to spoil myself with the taste of a real italian pizza, served with italian beer (famous menabrea winning several international rewards). I know...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6155,"I went here last saturday night with a group of friends. I booked a table (a must on a saturday night in Copenhagen!), and actually found a little area in the 'bar' area to have a drink before we ate. The place was so busy,...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6159,"We had heard good things about the Sunday buffet and decided to try it out despite the price being on the high end of 160kr. When we arrived at the restaurant, although we did make reservations, they made us wait 20 minutes before we could...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
6162,"We had a reservation for 3 persons but was placed a very tiny 2 person table!!! My best guess is that is was a  70cm x 70 cm table.

Mentioned it but was told that this was normal. I'm not a piggy guy but no...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6179,"Been to Mother countless times, even went 3 days in a row, and the pizza was always spectacular and at a fair price. 

The sourdough pizzas beat any other and the restaurant has a cool vibe that reflects the Kodbyen atmosphere. 

Try it... and you...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6180,"Great and tasty pizza creations however service lets them down. Simple stuff; they don't listen. ""Do you want still or sparkling water?"" ""Still please, no ice, no lemon...."" and you end up getting sparkling with ice and a slice of lime. Others order Coke Zero...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6181,If you are going out this is the place to be in Copenhagen. Great food and lots of bars in the area.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6184,"The place is very cosy, hyggeligt and inviting, but the service leaves much to be desired. Dishes were good, but we had to wait for over 45 minutes to get the main dish. Before we got it, I had to remind the waitress about my...More","Hvidovre, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
6195,"Mother will feed you and it will feed you good! 
The restaurant is overbooked almost every night! yes it is that popular... So it will be a good idea to have reservations. Now about the food there is no words! The pizza's style is from...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6204,"Nice and relaxed atmosphere, good quality food, Italian kitchen, outdoor seating’s, reasonable price level, centrally placed near central station (5 min walk)","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6208,"After stating I wouldn't return after my first visit, I was persuaded by friends to give mother another go. It was slightly less busy this time so didn't have to wait as long for food. We were placed outside again but luckily it was a...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6210,"Fine rustic place in the old Meat City. Very convenient, rustic little primitive decor. There is a wood-fired oven, if you are for pizza this is the place. We got a nice brunch. You can sit outside when the sun is at it. We will...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6212,"Really tasty pizzas. The place is always busy, at first glance a bit chaotic, but things are under control.  Authentic and hectic atmosphere. The Kødbyen area is still original. Be aware of short time seatings.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6213,Some of the best pizzas in Copenhagen - simple as that. Lovely atmosphere and great food. Definitely worth a visit!,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6222,"Comfy cosy atmosphere and lovely pizzas. Funky italian staff. 
One great pizza especially is the one with nutella and mascarpone cheese. Just wonderful.
 Only minus - not being able to make a reservation.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6223,"The pizza I had here was the best pizza I've ever had. I've now been here a few times and taken a few visitors to here who all love it too. Make a booking, otherwise if on a week night go after 8pm when the...More","Odense, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6231,"Pizza selection is great, and there are some simple delicious entree's and sharing plates. The star of the pizza is the sourdough, but the toppings and cheese are also great.

However the service is consistently shockingly bad, to the point where it has become a...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6242,"Nice and cozy Italian restaurant, definitely one of the best in Copenhagen, really great atmosphere and aperitivo.

The pizza are really good but overall it's a bit too expensive for what it is. 
still a good place to go from time to time!","Copenhagen, Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6257,I am normally not a big fan of pizza's - always the same. But at Mothers it is different. The have a special pizza base - made of sourdough. It really makes a difference!! Go there and try it. And the service was great -...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6268,"I love sourdough pizza and as far as I am aware, this is the only location offering it in Copenhagen? The pizza was tasty when it finally arrived though topping choices are small (meat or cheese mostly).

 However the place has become overwhelmed now that...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
6269,Very popular restaurant in the Meetpacking District. A lot of seats outdoor if the weather is good. Pizzas (the only option for main courses) are good but not fantastic. Nice atmosphere.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6271,The best pizza I've ever had outside of Italy. Delicious! The service was great and very attentive. Will definitely go back.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6277,"The best pizza in CPH ! don t hesitate to go there. Great food , great service and most of all good wine !
We had an amazing time","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6287,"Amazing atmosphere, great area and exactly what Copenhagen is about! They are famous for their pizzas, but they have a great weekend brunch.. Not the normal boring brunch plate but pizza, salads, yougurt, scramble eggs, cheeses, cakes, bread, italian salads and dishes.. So good!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6292,This is A very busy pizza restaurant located in Vesterbro (Kødbyen) with the best pizza in town. Definitely a place to visit.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6297,"In my humble opinion, you'll find the best pizzas in Copenhagen at ""Mother"".
Forget pizza with pineapple, shawarwa and other weird stuff.
This is as close to real Italian pizza as you'll probably ever get outside Italy.
The pizzas range from a very basic Marinara...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6299,No nonsense good italian style pizza's with great quality toppings and flawless crust. Prices are good and service is always great.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6300,I had brunch here twice. The food was ok but nothing to die for. It gets very busy over the weekend.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6301,"Delicious pizza brunch buffet! Freshly made pizzas and scrambled eggs! Yummy Italian cheeses,  hams and sausages. Trendy and hipster cool. Perhaps a bit low on the meat - is an excellent place for vegetarians!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6302,"I've been at Mother before and had an okay experience, even though the restaurant was full and service lacking. The food was however delicious! So I decided to try again a Saturday for lunch. We waiting a long time for seating and when we finally...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
6315,"I've been an avid visitor of Mother's for over 3 years and in the past few months I've noticed the quality diminish incredibly. The service is the one that has suffered the most; long waits, unfriendly and inattentive hostess and waiters; and in general a...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6326,"Pizzas here are delicious - best in town. The restaurant is the perfect place for a dinner out with friends - and in a great location if you plan to spend the night in Kødbyen; Copenhagen's version of Meat Packing District. 
Also a great place...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6330,"Best Marinara ever...dough was soft and crispy at the same time,every single,sample ingredient was very very tasty.I'll come back soon Mother!!!!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6352,"I've been to Italy a few times and this restaurant tries to bring a slice of the old country in the Nordic Copenhagen. This is both good and bad. First of all, the wines are authentic and quite tasty. I've had a lot of trouble...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6356,"Mother is popular and gets crowded. Service has been really inconsistent when I've come here. None of the staff appear to be Danes or have fluency in Danish - so I would expect better service, but maybe that is naive. Sometimes service is really good,...More","Roskilde, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6357,"This is a very nice Italian restaurant in Copenhagen. They have some really good pizzas there are very tasty and nice crust. Unfortunately my pizzas was not so crispy as I expected, but maybe it was because I chose a pizza with a lot of...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6369,"The waiter dropped a whole glass of red wine over me and my 8 months old son. Practically no excuse from her. The manager was sorry, but not really helpful. In the end I (after a lot of complaint) got a gift certificate. But no...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
6370,"I used to love this place, just 6 months ago the pizza was excellent, the drinks were sharp and Italian, and the service was very good, relaxed and fun (not very common in Copenhagen). Now it's the summer and we took fussy French friends to...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
6385,"Visited with a group of pizza-loving colleagues. They loved it.
I'm not great with Gluten. The only alternatives are a Mozzarella Salad (very good) and some Veal (average).

But I am told the pizzas are the best in the city.

Great atmosphere though. A little...More","Horsens, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6387,"Good restaurant, simple pizza but excellent ones! Also the interior design is very interesting! A nice place to be in the meat packing district! Around 20 euros per person for a pizza and drinks","Copenhagen, Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6404,"Mother is definitely my favorite place to go for ""sit-down"" pizza. The sourdough pizzas are simply amazingly delicious - my favorites are the Patatosa and the Muuu! The atmosphere is very cozy even though it can be quite noisy. On our last visit we had...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6409,Good pizzas at reasonable prices. Dont let the appearance of the restaurant put you off. Staff are friendly and helpful.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6410,"Located in Kødbyen, pretty good pizza, great service, gets quite noisy, but the atmosphere is great.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6412,"Pizzas of sourdough are served - absolutely delicious.
Although quite packed, we were served very fast indeed.
Atmosphere is hipster modern; a mixture of minimalism and nature cues, which is nice. Chairs in the ""bar"", which will be the only place to find a vacant...More","Odense, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6414,My Danish wife recommended this cafe and I just had a prosciutto pizza and Menabria Birra for lunch. Outstanding experience and they handled the temporarily disabled credit card machine by taking my order on the honor system and went across the street to an ATM.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6415,Excellent pizza place in hip Vestebro meat packing district. I've eaten here a few times now. Very relaxed atmosphere. Friendly and helpful staff. Very popular but there is a small waiting room/bar at the end of the restaurant. The pizzas are wood fire baked and...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6421,"We went there for brunch at opening hour (11 am) on a Sunday and there was a line of people waiting to get in! And when we got in, we got why. The brunch is not just amazing bread, muffins, fruit salad, yogurt and müsli...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6422,"Had seen some nice comments regarding this restaurant. Very ordinary. Antipasto Misto was nice though one order for a table of four is fine. Nice bread and carpaccio. Main course was focused on pizza. Nice base, but really not very interesting choices. Ordinary meal for...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6423,"Was invited to this restaurant by Gallery V1 after attending the pre - vernissage of The Children by the fantastic creative Julie Nord.
We were served different pizzas and antipastas. And must say it was the best italien pizzas I have ever got outside of...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6437,"A trendy pizza place in Kødbyen which is Copenhagens old cattle market with plenty of old slaughterhouses. An interesting place now with several good restaurants, galleries and nightclubs. Mother has some of the best pizzas in town. The prices are higher than at the standard...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6439,"This place is simply great! It's always worth another visit, be it for brunch, lunch or dinner... 

If you are in Copenhagen you should try this place. 
Pizzas are absolutely delicious, and make you wonder why all pizzas aren't made like that. Starters and desserts...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6442,"We knew one needed to book a table, which we did. Arriving double as many as booked for was solved n elegant style. Great to see so many people on a Monday evening :) HIGHLY recommendable!!","Solroed Strand, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6448,Great place for Pizzas and other italian food in Copenhagen! We were quite large group of people (32) and the owner and the employees where just amazing to bring the food in good time and to be sure that the glasses were all the time...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6463,"Although i have visited this restaurant a couple of times before, including its inauguration party, where i left with high reviews in both occasions, the last visit to Mother two days ago (19/07/12), was rather disappointing and appalling.

I went for a take-away pizza where...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
6468,"Been there several times, and the place never lets me down! Superbe food, casual service (all English speaking) informal atmosphere - good prices. Can't really say anything negative. Thanks guys for yet another weekday-alternative!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6470,Perhaps the best pizza in the nordics. Very friendly staff and alternative surroundings in the old meatpacker area. Restaurant can be a bit noisy due to the rough accoustics,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6474,Nice vibe and great pizzas/bruschettas! Friendly staff and outdoor seating make it a perfect choice for a laidback feed (at good prices too)!,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6475,"mother is on sonder blvd in vesterbro - if you are in copenhagen for a short time this area is worth a visit. it's in Kødbyen - meat town - copenhagen's meatpacking district.  as with most places in this city, speaking English is of course...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6478,"The restaurants in the meat packaging district area have a special charm about them, that being said, the pizzas were good but not exceptional. The antipasti were also good with plenty variations. The concept that with larger groups, one has to order an individual antipasti...More","Bagsvaerd, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6480,"We split a salad and ordered 2 pizzas. The food was fantastic, the neighborhood and atmosphere very fun, the service was incredible. Definitely family friendly or date-worthy recommend with highest praise.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
6485,"I really liked the sour dough pizzas, very creative menu with Italian treats. The ambiance is really nice, a trendy but cozy at the same time Italian place, very laid back.

Service is OK... not bad, not great. They take a long time to serve...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
6490,"Had a nice group dinner with friends from work! We called in advance since we were around 12 in order to assure a big table, the restaurant had everything ready and nicely set up! We had pre-ordered appetizers (house recommendation) which all were very good...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6505,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6515,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6525,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6535,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6545,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6555,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6565,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6575,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6585,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6595,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6605,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6615,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6625,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6635,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6645,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6655,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6665,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
